Exited,Scaled Score,France ,Spain ,Male,Scaled Age,Scaled Tenure,Scaled Balance ,NumOfProducts,Balance to Salary Ratio,Product to tenure Ratio ,Age Tenure,Engagement Score,Scaled Salary,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,CreditScore
1,(0.05),0,1,0,1.06 ,(0.00),1.06 ,2,100%,0.40,0.10,40%,0.73 ,1,1,0,50,5,1,"£142,644.64","£142,208.50",2025,646
1,(1.97),1,0,0,(1.14),0.69 ,(1.23),2,0%,0.29,0.26,0%,0.97 ,0,1,0,27,7,1,£0.00,"£156,150.08",2025,460
1,(0.54),1,0,1,2.39 ,(1.39),(1.23),2,0%,2.00,0.02,0%,1.66 ,0,0,0,64,1,1,£0.00,"£195,635.30",2025,598
1,(1.16),0,1,1,2.77 ,1.38 ,(1.23),2,0%,0.22,0.13,0%,0.18 ,0,0,0,68,9,1,£0.00,"£110,440.50",2025,538
1,(1.26),1,0,1,0.67 ,1.03 ,(1.23),1,0%,0.13,0.17,0%,0.46 ,0,0,0,46,8,0,£0.00,"£126,511.94",2025,529
1,0.00 ,0,0,0,(0.37),(1.39),1.40 ,3,553%,3.00,0.03,300%,(1.23),1,1,1,35,1,1,"£163,700.78","£29,583.48",2025,651
1,(0.99),1,0,1,1.15 ,(0.00),(1.23),3,0%,0.60,0.10,0%,1.55 ,0,0,0,51,5,1,£0.00,"£189,122.89",2025,555
1,(1.64),0,0,0,1.25 ,1.03 ,0.78 ,1,1252%,0.13,0.15,0%,(1.57),0,1,1,52,8,1,"£125,396.24","£10,014.72",2025,492
1,1.48 ,1,0,0,0.20 ,0.69 ,1.61 ,3,106%,0.43,0.17,0%,1.16 ,0,1,0,41,7,1,"£176,845.41","£166,526.26",2025,794
1,1.63 ,0,0,0,(0.18),(1.04),0.38 ,1,286%,0.50,0.05,0%,(1.13),0,1,1,37,2,1,"£100,431.84","£35,140.49",2025,808
1,(0.48),1,0,0,1.34 ,(1.04),0.72 ,1,252%,0.50,0.04,50%,(0.90),1,1,0,53,2,1,"£121,389.78","£48,201.64",2025,604
1,(1.05),0,0,1,(0.28),0.34 ,1.01 ,1,166%,0.17,0.17,0%,(0.28),0,0,1,36,6,0,"£139,422.37","£83,983.39",2025,549
1,0.36 ,1,0,0,1.06 ,0.34 ,0.28 ,2,186%,0.33,0.12,33%,(0.86),1,1,0,50,6,1,"£94,238.75","£50,664.07",2025,685
1,(2.78),0,1,1,(0.28),(1.73),(1.23),1,0%,1.00,0.00,100%,1.38 ,1,0,0,36,0,1,£0.00,"£179,540.73",2025,382
1,(0.56),0,0,1,0.87 ,(1.04),0.88 ,1,11520%,0.50,0.04,0%,(1.72),0,0,1,48,2,0,"£131,326.47","£1,140.02",2025,596
1,(0.15),0,0,1,2.68 ,0.69 ,0.97 ,1,205%,0.14,0.10,14%,(0.58),1,0,1,67,7,0,"£136,709.35","£66,753.10",2025,636
1,0.41 ,1,0,0,0.10 ,1.38 ,0.02 ,1,41%,0.11,0.23,0%,1.55 ,0,1,0,40,9,0,"£77,641.99","£189,051.59",2025,690
1,(0.21),0,1,0,0.01 ,0.69 ,0.95 ,1,96%,0.14,0.18,0%,0.71 ,0,1,0,39,7,1,"£135,483.17","£140,881.20",2025,630
1,(1.36),0,1,0,0.77 ,0.34 ,1.30 ,2,107%,0.33,0.13,0%,0.82 ,0,1,0,47,6,0,"£157,296.02","£147,278.43",2025,519
1,(0.11),0,1,1,0.39 ,1.38 ,1.54 ,1,90%,0.11,0.21,0%,1.58 ,0,0,0,43,9,1,"£172,478.15","£191,084.40",2025,640
1,0.44 ,0,0,0,0.20 ,1.38 ,1.68 ,3,97%,0.33,0.22,33%,1.53 ,1,1,1,41,9,1,"£181,461.48","£187,929.43",2025,693
1,0.68 ,0,0,0,0.01 ,1.72 ,0.62 ,1,265%,0.10,0.26,0%,(0.98),0,1,1,39,10,1,"£115,301.31","£43,527.40",2025,716
1,(0.34),1,0,0,0.29 ,(1.04),(1.23),4,0%,2.00,0.05,0%,0.19 ,0,1,0,42,2,0,£0.00,"£111,097.39",2025,618
1,1.81 ,0,0,0,(0.37),0.34 ,0.67 ,1,449%,0.17,0.17,0%,(1.28),0,1,1,35,6,1,"£118,336.95","£26,342.33",2025,825
1,(0.96),0,0,1,0.01 ,1.72 ,1.09 ,1,633%,0.10,0.26,0%,(1.34),0,0,1,39,10,1,"£144,757.02","£22,878.16",2025,558
1,0.87 ,1,0,1,0.20 ,0.69 ,(0.04),1,629%,0.14,0.17,14%,(1.54),1,0,0,41,7,1,"£74,135.85","£11,783.10",2025,735
1,0.30 ,1,0,0,(1.42),1.72 ,(1.23),3,0%,0.30,0.42,0%,0.95 ,0,1,0,24,10,1,£0.00,"£154,971.63",2025,680
1,0.33 ,0,0,0,(0.09),(1.39),0.64 ,1,234%,1.00,0.03,100%,(0.87),1,1,1,38,1,1,"£116,520.28","£49,833.50",2025,682
1,(0.44),1,0,0,1.63 ,1.72 ,0.85 ,2,91%,0.20,0.18,0%,0.74 ,0,1,0,56,10,1,"£129,255.20","£142,492.04",2025,608
1,(0.48),1,0,0,0.77 ,1.03 ,(0.23),3,667%,0.38,0.17,0%,(1.58),0,1,0,47,8,0,"£62,094.71","£9,308.10",2025,604
1,(0.43),0,1,0,0.39 ,0.34 ,0.15 ,2,76%,0.33,0.14,33%,0.23 ,1,1,0,43,6,1,"£86,053.52","£113,276.46",2025,609
1,1.44 ,1,0,0,0.77 ,1.72 ,1.16 ,1,922%,0.10,0.21,10%,(1.46),1,1,0,47,10,0,"£148,636.21","£16,119.96",2025,790
1,0.94 ,1,0,1,0.29 ,0.34 ,0.47 ,1,54%,0.17,0.14,0%,1.64 ,0,0,0,42,6,1,"£106,036.52","£194,686.78",2025,741
1,0.19 ,1,0,0,(0.37),0.69 ,(1.23),1,0%,0.14,0.20,14%,(0.89),1,1,0,35,7,1,£0.00,"£49,108.23",2025,669
1,(1.54),0,0,0,0.29 ,(1.73),0.89 ,1,468%,1.00,0.00,100%,(1.25),1,1,1,42,0,0,"£132,002.70","£28,204.98",2025,502
1,(1.66),1,0,1,0.01 ,(1.39),(1.23),3,0%,3.00,0.03,0%,1.23 ,0,0,0,39,1,1,£0.00,"£171,060.01",2025,490
1,1.91 ,1,0,1,(1.52),1.38 ,(1.23),1,0%,0.11,0.39,0%,(1.40),0,0,0,23,9,1,£0.00,"£19,793.73",2025,835
1,(0.26),1,0,1,0.39 ,1.03 ,2.01 ,1,152%,0.13,0.19,0%,0.57 ,0,0,0,43,8,1,"£201,696.07","£133,020.90",2025,625
1,(0.54),0,0,0,0.67 ,0.69 ,0.89 ,1,71%,0.14,0.15,0%,1.48 ,0,1,1,46,7,0,"£131,769.04","£184,980.23",2025,598
1,(0.20),0,0,1,(0.18),1.03 ,0.99 ,2,91%,0.25,0.22,0%,0.91 ,0,0,1,37,8,0,"£138,292.64","£152,422.91",2025,631
1,(0.19),0,0,0,1.06 ,(0.00),0.50 ,1,1546%,0.20,0.10,20%,(1.62),1,1,1,50,5,1,"£107,959.39","£6,985.34",2025,632
1,1.35 ,1,0,1,(0.09),(1.04),0.66 ,1,180%,0.50,0.05,50%,(0.60),1,0,0,38,2,0,"£117,810.79","£65,632.33",2025,781
1,(0.05),0,1,1,(1.33),(0.00),1.71 ,2,430%,0.40,0.20,40%,(1.00),1,0,0,25,5,1,"£182,876.88","£42,537.59",2025,646
1,(0.05),0,0,1,(0.66),1.03 ,0.46 ,1,135%,0.13,0.25,0%,(0.38),0,0,1,32,8,1,"£105,397.80","£78,111.84",2025,646
1,1.05 ,0,1,1,0.87 ,(0.00),0.63 ,1,74%,0.20,0.10,0%,0.98 ,0,0,0,48,5,1,"£116,060.08","£156,618.38",2025,752
1,(1.64),1,0,0,0.96 ,1.03 ,(1.23),1,0%,0.13,0.16,13%,1.44 ,1,1,0,49,8,1,£0.00,"£182,865.09",2025,492
1,0.69 ,0,1,0,0.29 ,(0.00),1.82 ,1,192%,0.20,0.12,0%,(0.01),0,1,0,42,5,1,"£190,305.78","£99,347.80",2025,717
1,(1.31),1,0,1,1.25 ,(1.04),0.18 ,1,51%,0.50,0.04,0%,1.28 ,0,0,0,52,2,1,"£87,894.26","£173,899.42",2025,524
1,0.97 ,0,0,0,1.06 ,(1.39),0.72 ,2,115%,2.00,0.02,200%,0.10 ,1,1,1,50,1,0,"£121,498.11","£106,061.47",2025,744
1,0.56 ,0,0,0,(0.18),(0.70),0.54 ,1,303%,0.33,0.08,33%,(1.11),1,1,1,37,3,1,"£109,974.22","£36,320.87",2025,705
1,(0.22),0,0,0,0.58 ,0.69 ,0.85 ,3,1408%,0.43,0.16,0%,(1.58),0,1,1,45,7,1,"£129,818.39","£9,217.55",2025,629
1,0.47 ,0,0,1,0.96 ,(0.00),0.33 ,2,64%,0.40,0.10,0%,0.91 ,0,0,1,49,5,1,"£97,036.22","£152,450.84",2025,696
1,(1.08),1,0,1,(0.47),(0.35),1.42 ,2,642%,0.50,0.12,50%,(1.29),1,0,0,34,4,1,"£165,363.31","£25,744.13",2025,546
1,(0.95),1,0,1,1.06 ,(0.00),1.38 ,1,108%,0.20,0.10,0%,0.88 ,0,0,0,50,5,0,"£162,702.35","£150,548.50",2025,559
1,(0.88),1,0,1,1.53 ,(0.35),0.68 ,2,93%,0.50,0.07,50%,0.49 ,1,0,0,55,4,1,"£118,803.35","£128,124.70",2025,565
1,0.55 ,0,0,0,(1.42),0.69 ,0.59 ,1,70%,0.14,0.29,0%,1.09 ,0,1,1,24,7,1,"£113,034.22","£162,503.48",2025,704
1,(1.03),0,1,1,(1.14),(1.04),0.60 ,1,134%,0.50,0.07,50%,(0.26),1,0,0,27,2,1,"£113,873.22","£85,129.77",2025,551
1,(1.44),0,0,1,0.87 ,0.34 ,1.17 ,1,170%,0.17,0.13,0%,(0.20),0,0,1,48,6,0,"£149,726.08","£88,307.87",2025,511
1,(0.41),1,0,0,1.34 ,0.69 ,(1.23),2,0%,0.29,0.13,29%,0.98 ,1,1,0,53,7,0,£0.00,"£156,495.39",2025,611
1,(1.41),0,0,1,0.39 ,(1.39),0.31 ,1,48%,1.00,0.02,100%,1.72 ,1,0,1,43,1,0,"£95,556.31","£199,273.98",2025,514
1,(0.72),0,0,1,(0.09),(1.39),0.91 ,1,126%,1.00,0.03,0%,0.10 ,0,0,1,38,1,1,"£133,105.47","£105,732.90",2025,581
1,(1.07),0,0,1,1.53 ,(0.35),0.56 ,3,658%,0.75,0.07,0%,(1.45),0,0,1,55,4,1,"£111,362.76","£16,922.28",2025,547
1,0.54 ,1,0,0,1.15 ,(0.70),(1.23),3,0%,1.00,0.06,100%,(0.40),1,1,0,51,3,1,£0.00,"£77,294.56",2025,703
1,(0.14),0,0,1,0.96 ,(1.04),0.51 ,1,64%,0.50,0.04,0%,1.20 ,0,0,1,49,2,1,"£108,204.52","£169,037.84",2025,637
1,0.96 ,0,0,1,1.91 ,(0.00),0.51 ,1,57%,0.20,0.08,20%,1.60 ,1,0,1,59,5,1,"£108,585.35","£192,127.22",2025,743
1,1.25 ,0,1,1,1.15 ,(0.00),0.95 ,3,89%,0.60,0.10,60%,0.91 ,1,0,0,51,5,1,"£135,506.58","£152,479.64",2025,771
1,0.75 ,0,0,0,0.96 ,(1.73),1.24 ,1,85%,1.00,0.00,100%,1.40 ,1,1,1,49,0,1,"£153,855.52","£180,862.26",2025,723
1,(0.41),1,0,0,0.96 ,(1.04),0.20 ,3,55%,1.50,0.04,0%,1.07 ,0,1,0,49,2,0,"£88,915.37","£161,435.02",2025,611
1,(0.61),0,1,1,(0.09),(1.73),(1.23),1,0%,1.00,0.00,0%,(0.59),0,0,0,38,0,1,£0.00,"£65,986.48",2025,592
1,(0.77),0,0,0,3.06 ,0.34 ,1.02 ,1,73%,0.17,0.08,17%,1.62 ,1,1,1,71,6,1,"£140,273.47","£193,135.25",2025,576
1,0.43 ,1,0,1,(0.95),(0.35),(1.23),1,0%,0.25,0.14,0%,(0.41),0,0,0,29,4,1,£0.00,"£76,755.99",2025,692
1,0.22 ,1,0,0,1.34 ,1.38 ,1.49 ,4,115%,0.44,0.17,44%,0.82 ,1,1,0,53,9,1,"£169,406.33","£147,311.47",2025,672
1,(0.46),1,0,1,(0.28),(1.39),1.27 ,1,81%,1.00,0.03,100%,1.60 ,1,0,0,36,1,1,"£155,655.46","£192,387.51",2025,606
1,(1.11),0,0,1,0.87 ,(1.39),0.39 ,1,303%,1.00,0.02,0%,(1.16),0,0,1,48,1,0,"£100,900.50","£33,310.72",2025,543
1,1.64 ,0,0,0,0.29 ,0.34 ,(0.19),3,35%,0.50,0.14,50%,1.43 ,1,1,1,42,6,0,"£64,497.94","£182,436.81",2025,809
1,0.70 ,1,0,1,1.25 ,1.03 ,0.05 ,3,245%,0.38,0.15,38%,(1.18),1,0,0,52,8,1,"£79,475.30","£32,421.32",2025,718
1,(0.41),1,0,1,1.82 ,1.03 ,(1.23),2,0%,0.25,0.14,25%,0.13 ,1,0,0,58,8,0,£0.00,"£107,665.68",2025,611
1,(0.14),0,0,1,0.10 ,1.38 ,1.25 ,1,123%,0.11,0.23,11%,0.44 ,1,0,1,40,9,1,"£154,309.67","£125,334.16",2025,637
1,(0.23),1,0,0,(0.76),0.34 ,1.59 ,1,155%,0.17,0.19,0%,0.23 ,0,1,0,31,6,1,"£175,443.75","£113,167.17",2025,628
1,2.06 ,1,0,1,(0.56),1.72 ,(1.23),1,0%,0.10,0.30,0%,(1.66),0,0,0,33,10,1,£0.00,"£4,861.72",2025,850
1,(0.72),0,0,1,0.10 ,(1.73),0.39 ,1,1274%,1.00,0.00,100%,(1.60),1,0,1,40,0,0,"£101,016.53","£7,926.35",2025,581
1,1.70 ,1,0,0,1.63 ,(0.70),(1.23),3,0%,1.00,0.05,100%,(0.10),1,1,0,56,3,1,£0.00,"£94,248.16",2025,815
1,1.10 ,0,0,0,0.39 ,(0.00),0.88 ,2,3758%,0.40,0.12,40%,(1.68),1,1,1,43,5,1,"£131,433.33","£3,497.43",2025,757
1,(0.27),1,0,0,0.58 ,(0.70),(0.13),1,41%,0.33,0.07,0%,1.18 ,0,1,0,45,3,1,"£68,639.57","£168,002.31",2025,624
1,(0.51),1,0,1,0.01 ,(0.70),(0.06),1,174%,0.33,0.08,0%,(1.01),0,0,0,39,3,1,"£72,647.64","£41,777.90",2025,601
1,(1.65),0,0,0,1.72 ,(0.35),0.57 ,1,272%,0.25,0.07,25%,(1.02),1,1,1,57,4,1,"£112,044.72","£41,229.73",2025,491
1,2.06 ,1,0,0,(0.37),(1.04),0.83 ,4,170%,2.00,0.06,0%,(0.43),0,1,0,35,2,1,"£128,548.49","£75,478.95",2025,850
1,0.88 ,1,0,0,0.29 ,0.69 ,0.65 ,3,280%,0.43,0.17,0%,(1.01),0,1,0,42,7,0,"£117,280.23","£41,921.06",2025,736
1,(3.11),0,1,1,1.44 ,(1.39),1.22 ,1,80%,1.00,0.02,100%,1.60 ,1,0,0,54,1,1,"£152,677.48","£191,973.49",2025,350
1,1.03 ,1,0,0,(0.18),0.34 ,(1.23),1,0%,0.17,0.16,17%,0.31 ,1,1,0,37,6,1,£0.00,"£117,948.00",2025,750
1,2.06 ,0,0,1,(1.04),(0.35),1.15 ,1,244%,0.25,0.14,0%,(0.68),0,0,1,28,4,1,"£147,972.19","£60,708.72",2025,850
1,0.27 ,0,0,1,(0.47),(0.70),0.81 ,1,485%,0.33,0.09,33%,(1.29),1,0,1,34,3,1,"£126,729.41","£26,106.39",2025,677
1,(1.20),0,0,1,(0.09),1.03 ,0.82 ,1,210%,0.13,0.21,0%,(0.68),0,0,1,38,8,0,"£127,475.24","£60,775.76",2025,535
1,(3.11),1,0,0,0.10 ,(1.73),0.55 ,1,64%,1.00,0.00,100%,1.26 ,1,1,0,40,0,1,"£111,098.85","£172,321.21",2025,350
1,(0.72),0,0,0,1.44 ,(1.04),1.22 ,1,81%,0.50,0.04,0%,1.52 ,0,1,1,54,2,1,"£152,508.99","£187,597.98",2025,581
1,(0.12),1,0,0,2.01 ,(0.00),1.37 ,1,192%,0.20,0.08,20%,(0.27),1,1,0,60,5,1,"£162,039.78","£84,361.72",2025,639
1,(1.66),1,0,0,0.10 ,(1.39),(1.23),1,0%,1.00,0.03,100%,(0.88),1,1,0,40,1,1,£0.00,"£49,594.19",2025,490
1,(0.49),1,0,1,(0.66),0.69 ,(1.23),1,0%,0.14,0.22,0%,1.70 ,0,0,0,32,7,1,£0.00,"£198,055.94",2025,603
1,0.15 ,0,0,0,1.15 ,1.38 ,0.55 ,2,9940%,0.22,0.18,22%,(1.72),1,1,1,51,9,0,"£110,610.41","£1,112.76",2025,665
1,(0.73),1,0,0,1.63 ,(1.39),0.88 ,1,123%,1.00,0.02,0%,0.12 ,0,1,0,56,1,1,"£131,368.30","£106,918.67",2025,580
1,(0.24),1,0,0,0.20 ,0.34 ,(1.23),3,0%,0.50,0.15,50%,0.67 ,1,1,0,41,6,1,£0.00,"£138,700.75",2025,627
1,(0.36),0,0,0,0.20 ,(1.39),0.43 ,1,43798%,1.00,0.02,0%,(1.74),0,1,1,41,1,1,"£103,560.57",£236.45,2025,616
1,(0.77),1,0,1,0.10 ,1.38 ,(1.23),2,0%,0.22,0.23,0%,0.22 ,0,0,0,40,9,1,£0.00,"£112,465.19",2025,576
1,(0.06),1,0,1,(0.76),0.69 ,1.36 ,2,1279%,0.29,0.23,0%,(1.52),0,0,0,31,7,1,"£161,171.70","£12,599.94",2025,645
1,1.04 ,0,0,0,1.15 ,0.69 ,1.15 ,1,101%,0.14,0.14,0%,0.81 ,0,1,1,51,7,1,"£148,074.79","£146,411.41",2025,751
1,1.29 ,0,1,1,0.87 ,(0.35),1.63 ,2,355%,0.50,0.08,0%,(0.87),0,0,0,48,4,0,"£178,144.91","£50,168.41",2025,775
1,1.16 ,0,0,1,0.29 ,0.34 ,0.38 ,1,299%,0.17,0.14,0%,(1.16),0,0,1,42,6,1,"£100,160.75","£33,462.94",2025,763
1,(0.23),0,0,0,1.15 ,1.72 ,0.62 ,2,913%,0.20,0.20,0%,(1.52),0,1,1,51,10,0,"£115,280.49","£12,628.61",2025,628
1,(1.49),0,0,1,(0.28),1.38 ,0.67 ,3,99%,0.33,0.25,0%,0.33 ,0,0,1,36,9,1,"£118,214.32","£119,110.03",2025,507
1,(1.35),1,0,0,0.01 ,(1.39),(0.05),1,67%,1.00,0.03,100%,0.17 ,1,1,0,39,1,0,"£73,493.17","£109,626.13",2025,520
1,(1.60),0,0,0,1.53 ,(0.35),0.78 ,1,397%,0.25,0.07,25%,(1.19),1,1,1,55,4,1,"£125,292.53","£31,532.96",2025,496
1,1.90 ,1,0,1,(0.28),1.03 ,1.06 ,1,159%,0.13,0.22,0%,(0.18),0,0,0,36,8,1,"£142,882.49","£89,983.02",2025,834
0,(1.16),0,1,0,(0.85),1.03 ,(1.23),2,0%,0.25,0.27,25%,(1.02),1,1,0,30,8,1,£0.00,"£41,192.95",2025,538
0,0.05 ,1,0,1,(1.14),1.72 ,(1.23),2,0%,0.20,0.37,0%,(0.84),0,0,0,27,10,1,£0.00,"£51,620.94",2025,655
0,(0.10),1,0,0,(0.28),(0.00),(0.16),1,213%,0.20,0.14,0%,(1.20),0,1,0,36,5,1,"£66,392.64","£31,106.67",2025,641
0,(1.52),1,0,1,0.29 ,(0.70),0.94 ,2,100%,0.67,0.07,0%,0.61 ,0,0,0,42,3,0,"£134,936.97","£135,178.91",2025,504
0,(0.13),1,0,0,(0.28),0.34 ,(1.23),1,0%,0.17,0.17,0%,1.12 ,0,1,0,36,6,1,£0.00,"£164,247.51",2025,638
0,(0.36),0,0,1,(0.95),1.03 ,1.17 ,1,106%,0.13,0.28,0%,0.71 ,0,0,1,29,8,1,"£149,318.55","£140,746.13",2025,616
0,0.76 ,0,0,1,1.44 ,1.03 ,1.53 ,1,126%,0.13,0.15,13%,0.64 ,1,0,1,54,8,1,"£172,192.49","£136,902.01",2025,724
0,0.76 ,1,0,0,(1.04),(0.00),(1.23),1,0%,0.20,0.18,0%,(0.71),0,1,0,28,5,1,£0.00,"£59,351.68",2025,724
0,(1.83),1,0,0,(0.85),1.38 ,(1.23),2,0%,0.22,0.30,0%,(0.64),0,1,0,30,9,0,£0.00,"£63,158.22",2025,474
0,0.70 ,1,0,1,(1.14),(1.04),(1.23),2,0%,1.00,0.07,0%,(1.28),0,0,0,27,2,0,£0.00,"£26,229.24",2025,718
0,0.55 ,0,1,1,(0.28),1.03 ,0.82 ,1,84%,0.13,0.22,0%,0.89 ,0,0,0,36,8,1,"£127,397.34","£151,335.24",2025,704
0,(0.61),1,0,1,(0.28),(1.39),0.80 ,1,70%,1.00,0.03,0%,1.38 ,0,0,0,36,1,0,"£126,477.42","£179,718.17",2025,592
0,0.13 ,1,0,0,(0.18),0.69 ,(1.23),1,0%,0.14,0.19,14%,1.48 ,1,1,0,37,7,1,£0.00,"£185,210.63",2025,663
0,1.12 ,1,0,1,0.48 ,(1.04),0.55 ,2,111%,1.00,0.05,0%,0.00 ,0,0,0,44,2,1,"£111,095.58","£100,137.70",2025,759
0,(1.27),0,0,1,(1.61),(0.00),0.27 ,2,9729%,0.40,0.23,40%,(1.72),1,0,1,22,5,0,"£93,547.23",£961.57,2025,528
0,(0.77),0,1,1,(1.23),1.03 ,(1.23),2,0%,0.25,0.31,25%,(1.15),1,0,0,26,8,0,£0.00,"£34,101.06",2025,576
0,0.96 ,0,1,1,(0.37),0.34 ,0.05 ,1,41%,0.17,0.17,17%,1.62 ,1,0,0,35,6,1,"£79,388.33","£193,360.69",2025,743
0,2.06 ,0,0,1,2.11 ,(0.70),1.05 ,1,154%,0.33,0.05,33%,(0.14),1,0,1,61,3,1,"£141,784.02","£92,053.75",2025,850
0,0.51 ,1,0,1,(0.18),(0.70),0.02 ,2,44%,0.67,0.08,67%,1.31 ,1,0,0,37,3,1,"£77,608.46","£175,373.46",2025,700
0,(0.51),1,0,1,0.48 ,(1.39),0.38 ,2,160%,2.00,0.02,200%,(0.65),1,0,0,44,1,1,"£100,486.18","£62,678.53",2025,601
0,(1.13),0,0,1,1.15 ,0.69 ,0.22 ,2,50%,0.29,0.14,0%,1.39 ,0,0,1,51,7,1,"£90,373.28","£179,861.79",2025,541
0,1.72 ,1,0,1,1.91 ,(1.39),0.68 ,1,98%,1.00,0.02,100%,0.36 ,1,0,0,59,1,1,"£118,962.58","£120,819.58",2025,817
0,1.03 ,0,0,1,0.29 ,1.03 ,1.21 ,2,221%,0.25,0.19,0%,(0.55),0,0,1,42,8,1,"£151,836.36","£68,695.38",2025,750
0,0.72 ,1,0,0,(0.47),0.34 ,0.55 ,1,1178%,0.17,0.18,17%,(1.58),1,1,0,34,6,1,"£110,717.38","£9,398.45",2025,720
0,0.81 ,0,1,1,0.48 ,(0.35),0.50 ,2,70%,0.50,0.09,0%,0.92 ,0,0,0,44,4,1,"£107,726.93","£153,064.87",2025,729
0,1.17 ,1,0,0,(1.42),0.69 ,0.48 ,1,92%,0.14,0.29,0%,0.27 ,0,1,0,24,7,0,"£106,234.02","£115,676.38",2025,764
0,0.27 ,1,0,0,3.15 ,1.03 ,(1.23),2,0%,0.25,0.11,25%,0.93 ,1,1,0,72,8,1,£0.00,"£153,604.44",2025,677
0,(0.73),0,1,1,(0.95),1.38 ,(0.24),2,48%,0.22,0.31,0%,0.49 ,0,0,0,29,9,1,"£61,710.44","£128,077.80",2025,580
0,0.62 ,0,0,1,(0.47),1.03 ,1.14 ,2,9467%,0.25,0.24,25%,(1.71),1,0,1,34,8,0,"£147,833.30","£1,561.58",2025,710
0,2.06 ,1,0,1,(1.90),1.03 ,(1.23),1,0%,0.13,0.42,13%,(0.55),1,0,0,19,8,1,£0.00,"£68,569.89",2025,850
0,1.11 ,1,0,1,(0.37),0.69 ,(1.23),2,0%,0.29,0.20,0%,(0.38),0,0,0,35,7,1,£0.00,"£77,951.84",2025,758
0,(0.19),0,1,1,(1.04),0.69 ,1.27 ,1,8437%,0.14,0.25,0%,(1.71),0,0,0,28,7,1,"£155,519.59","£1,843.24",2025,632
0,(1.01),1,0,1,(0.66),0.69 ,(0.20),1,59%,0.14,0.22,14%,0.16 ,1,0,0,32,7,0,"£64,082.09","£109,159.58",2025,553
0,(1.41),1,0,1,0.58 ,(1.39),1.64 ,1,296%,1.00,0.02,0%,(0.69),0,0,0,45,1,1,"£178,827.79","£60,375.18",2025,514
0,(0.09),1,0,1,(0.85),1.03 ,0.66 ,1,190%,0.13,0.27,0%,(0.66),0,0,0,30,8,0,"£117,494.27","£61,977.82",2025,642
0,0.35 ,0,0,1,(0.37),(0.70),0.38 ,1,57%,0.33,0.09,33%,1.34 ,1,0,1,35,3,1,"£99,967.76","£176,882.08",2025,684
0,0.44 ,0,0,1,0.67 ,(1.04),0.45 ,1,168%,0.50,0.04,50%,(0.66),1,0,1,46,2,1,"£104,763.41","£62,368.33",2025,693
0,(0.60),1,0,0,(0.56),(1.73),0.31 ,1,48%,1.00,0.00,0%,1.73 ,0,1,0,33,0,1,"£95,927.04","£199,478.05",2025,593
0,(0.09),1,0,1,(0.37),(0.35),0.79 ,1,137%,0.25,0.11,25%,(0.14),1,0,0,35,4,1,"£125,476.31","£91,775.51",2025,642
0,(1.29),1,0,1,(0.85),1.38 ,(1.23),2,0%,0.22,0.30,0%,0.02 ,0,0,0,30,9,0,£0.00,"£100,995.68",2025,526
0,(0.06),0,0,0,(0.76),(1.39),0.84 ,1,4524%,1.00,0.03,100%,(1.69),1,1,1,31,1,1,"£128,927.93","£2,850.01",2025,645
0,0.66 ,0,1,1,(1.80),(0.70),(1.23),2,0%,0.67,0.15,67%,0.88 ,1,0,0,20,3,0,£0.00,"£150,465.93",2025,714
0,(1.64),0,0,1,0.58 ,1.38 ,1.50 ,2,103%,0.22,0.20,0%,1.12 ,0,0,1,45,9,0,"£170,295.04","£164,741.81",2025,492
0,(0.44),0,1,1,(0.47),0.69 ,0.16 ,1,145%,0.14,0.21,14%,(0.70),1,0,0,34,7,0,"£86,656.13","£59,890.29",2025,608
0,1.04 ,0,1,1,(0.09),0.69 ,(1.23),2,0%,0.29,0.18,0%,(0.16),0,0,0,38,7,0,£0.00,"£90,839.61",2025,751
0,0.51 ,0,0,0,(1.04),(0.70),0.37 ,2,68%,0.67,0.11,0%,0.81 ,0,1,1,28,3,0,"£99,705.69","£146,723.72",2025,700
0,1.31 ,1,0,0,(0.85),(0.35),(1.23),2,0%,0.50,0.13,50%,0.27 ,1,1,0,30,4,0,£0.00,"£115,611.97",2025,777
0,(1.42),1,0,0,(0.18),0.34 ,(1.23),2,0%,0.33,0.16,0%,0.17 ,0,1,0,37,6,1,£0.00,"£110,142.34",2025,513
0,(1.25),0,1,0,(1.61),0.69 ,(1.23),2,0%,0.29,0.32,0%,0.07 ,0,1,0,22,7,1,£0.00,"£104,170.48",2025,530
0,(1.34),0,1,0,0.01 ,(0.70),1.12 ,1,201%,0.33,0.08,0%,(0.47),0,1,0,39,3,0,"£146,408.68","£72,993.67",2025,521
0,0.11 ,0,0,0,(0.66),(1.39),1.11 ,1,258%,1.00,0.03,100%,(0.76),1,1,1,32,1,0,"£145,980.23","£56,636.28",2025,661
0,(0.90),0,0,0,(0.66),1.72 ,1.02 ,2,910%,0.20,0.31,0%,(1.47),0,1,1,32,10,1,"£139,875.20","£15,378.23",2025,564
0,0.39 ,1,0,0,(0.66),0.34 ,0.75 ,1,71%,0.17,0.19,0%,1.26 ,0,1,0,32,6,1,"£123,157.95","£172,531.23",2025,688
0,0.99 ,0,1,1,0.96 ,0.69 ,(1.23),2,0%,0.29,0.14,29%,(1.56),1,0,0,49,7,0,£0.00,"£10,096.25",2025,746
